trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
354,False,"{'a': 0.8, 'e': 7.979826997350698e-06}",25,12,26.374357420135308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 7.934933544931562e-06}",20,12,11.306824479318747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.8, 'e': 7.89041787653074e-06}",25,0,38.431969678786366,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.8, 'e': 7.846275765208045e-06}",30,11,33.47106302174335,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 7.802503042976187e-06}",25,15,16.022345089530386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 7.759095599816886e-06}",35,25,18.5079616979912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.8, 'e': 7.71604938271605e-06}",30,8,39.30098550114767,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 7.673360394717659e-06}",20,10,20.15501597825335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 7.631024693995909e-06}",20,12,13.03254610971742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 7.5890383929452295e-06}",30,11,30.449594383487778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 7.547397657287767e-06}",25,18,10.485256703273432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 7.5060987051979735e-06}",25,3,38.432729325594664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.8, 'e': 7.465137806443907e-06}",20,11,17.638995781427006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.8, 'e': 7.4245112815448925e-06}",30,14,31.83117639675598,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 7.38421550094518e-06}",20,13,15.54338051808551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.8, 'e': 7.344246884203259e-06}",20,14,13.164703162593886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.8, 'e': 7.3046018991964936e-06}",20,10,19.585091021279105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.8, 'e': 7.2652770613407345e-06}",30,11,30.226162544502,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.8, 'e': 7.226268932824604e-06}",20,10,18.832611833003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8, 'e': 7.187574121858132e-06}",20,6,26.51563352074113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 7.149189281935428e-06}",20,12,16.708779162820022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.8, 'e': 7.111111111111111e-06}",20,6,24.403686304717766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 7.0733363512901765e-06}",30,13,28.272295823005955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.8, 'e': 7.035861787531046e-06}",25,17,17.849765205011604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.8, 'e': 6.9986842473614964e-06}",20,10,18.27493999323759,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.8, 'e': 6.961800600107212e-06}",20,14,12.647785931071683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.8, 'e': 6.925207756232687e-06}",30,8,38.388275084552795,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.8, 'e': 6.888902666694223e-06}",35,18,31.426613647079787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 6.852882322304762e-06}",35,25,20.365847142427384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.8, 'e': 6.817143753110322e-06}",20,14,8.929108828166848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.8, 'e': 6.781684027777777e-06}",25,18,13.92768549953192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.8, 'e': 6.7465002529937596e-06}",25,12,23.411102969686556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.8, 'e': 6.71158957287444e-06}",25,14,21.035408118991796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.8, 'e': 6.676949168385981e-06}",25,0,36.79787902231127,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.8, 'e': 6.642576256775428e-06}",20,0,26.8499218012591,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.8, 'e': 6.608468091011823e-06}",25,16,17.97667555032141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.8, 'e': 6.574621959237344e-06}",30,6,36.05796327461621,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.8, 'e': 6.541035184228256e-06}",20,5,20.21454391602532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.8, 'e': 6.507705122865473e-06}",30,6,41.28366531936503,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 6.47462916561454e-06}",35,20,26.14973436895511,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.8, 'e': 6.441804736014842e-06}",30,16,22.494753662159134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.8, 'e': 6.409229290177856e-06}",20,6,23.50108832979214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 6.376900316294256e-06}",25,9,25.724955835540932,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.8, 'e': 6.344815334149699e-06}",30,18,24.010642623092515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.8, 'e': 6.312971894649125e-06}",20,12,13.340768057263569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.8, 'e': 6.281367579349376e-06}",20,0,30.467488094834255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.8, 'e': 6.25e-06}",30,5,47.43654287770552,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.8, 'e': 6.218866798092052e-06}",30,21,17.166582745064375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 6.187965644414742e-06}",20,6,28.160790365142773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 6.157294238619781e-06}",25,13,22.48018000785401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.8, 'e': 6.126850308793255e-06}",20,4,27.287271596409948,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 6.0966316110349035e-06}",25,14,18.325064487159242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.8, 'e': 6.066635929044626e-06}",20,12,13.749123915955408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 6.036861073716111e-06}",30,20,19.558062166045367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.8, 'e': 6.007304882737409e-06}",25,12,23.45076122276783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.8, 'e': 5.977965220198349e-06}",35,16,37.02959905343419,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 5.9488399762046405e-06}",30,16,27.760325057402603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 5.919927066498541e-06}",25,12,25.507939487633223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.8, 'e': 5.891224432085965e-06}",30,20,22.77306044662687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.8, 'e': 5.8627300388699e-06}",25,11,24.181102743136538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.8, 'e': 5.834441877290019e-06}",20,13,12.92319331597685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.8, 'e': 5.8063579619683555e-06}",20,3,29.392322529872146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.8, 'e': 5.778476331360947e-06}",20,7,22.290826541575793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.8, 'e': 5.750795047415305e-06}",20,0,33.033309675590885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.8, 'e': 5.7233121952336254e-06}",25,18,11.274646066460747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.8, 'e': 5.696025882741611e-06}",25,14,21.88663121856809,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.8, 'e': 5.668934240362812e-06}",20,10,18.541170935612175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.8, 'e': 5.6420354206983716e-06}",35,21,23.711320079684743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.8, 'e': 5.61532759821208e-06}",20,10,16.037403072145786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.8, 'e': 5.5888089689206334e-06}",20,16,7.271697995479856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 5.562477750089e-06}",30,16,22.072317088330244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 5.536332179930796e-06}",25,16,15.747969630585278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.8, 'e': 5.510370517313584e-06}",25,0,39.34168801047287,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.8, 'e': 5.484591041468993e-06}",20,15,11.105315791245713,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 5.458992051707573e-06}",20,14,12.009784931054991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 5.433571867138301e-06}",20,8,22.11104414885251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 5.408328826392644e-06}",25,20,9.226374726708618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.8, 'e': 5.383261287353104e-06}",20,11,18.663325125863818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.8, 'e': 5.358367626886145e-06}",35,12,40.8108742017303,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 5.333646240579448e-06}",25,11,22.829114284424957,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.8, 'e': 5.309095542483383e-06}",35,13,40.175599541301345,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.8, 'e': 5.2847139648566525e-06}",30,14,29.47029994043027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.8, 'e': 5.2604999579160005e-06}",20,0,31.127973859652535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.8, 'e': 5.236451989589934e-06}",20,9,19.163038844001978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.8, 'e': 5.21256854527637e-06}",20,9,16.629860086549428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.8, 'e': 5.188848127604153e-06}",20,10,16.958681423784427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.8, 'e': 5.1652892561983475e-06}",20,14,12.807752616104388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.8, 'e': 5.141890467449262e-06}",25,16,16.66175461514966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.8, 'e': 5.11865031428513e-06}",25,13,25.691685657489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 5.095567365948362e-06}",25,9,29.701055487789056,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 5.072640207775343e-06}",25,9,30.683491571067343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 5.049867440979674e-06}",25,8,33.296378196024975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 5.027247682438818e-06}",30,12,30.30344786758741,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 5.004779564484083e-06}",20,5,23.927313818880897,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 4.982461734693877e-06}",30,6,43.040074886823696,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.8, 'e': 4.9602928556902e-06}",20,10,17.335812414324778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.8, 'e': 4.938271604938272e-06}",30,8,39.371658448866185,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.8, 'e': 4.9163966745492895e-06}",20,12,15.400625969946915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.8, 'e': 4.894666771086224e-06}",20,6,23.03612536811361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 4.8730806153726205e-06}",20,11,15.951366994770588,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 4.851636942304334e-06}",20,12,15.409788996403446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.8, 'e': 4.830334500664171e-06}",25,7,29.98450040816893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 4.809172052939366e-06}",20,12,15.811734438957483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.8, 'e': 4.788148375141849e-06}",30,16,25.455096381241614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.8, 'e': 4.767262256631262e-06}",25,11,24.641785646428602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.8, 'e': 4.746512499940669e-06}",20,0,24.26709536210647,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.8, 'e': 4.7258979206049145e-06}",30,16,29.526540837602546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.8, 'e': 4.705417346991592e-06}",25,14,1.822862870151281,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
462,False,"{'a': 0.8, 'e': 4.685069620134555e-06}",25,15,22.42422083124802,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.8, 'e': 4.664853593569966e-06}",25,12,23.704521822554998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.8, 'e': 4.6447681331747915e-06}",20,16,7.607966776513387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.8, 'e': 4.624812117007747e-06}",20,13,11.963036093433555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.8, 'e': 4.6049844351526094e-06}",20,8,25.01689006682954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.8, 'e': 4.585283989563894e-06}",20,13,14.408165888337134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.8, 'e': 4.565709693914822e-06}",25,17,16.467702549313135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.8, 'e': 4.5462604734475655e-06}",30,19,22.21521474671283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.8, 'e': 4.526935264825713e-06}",20,15,7.430749037201906,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.8, 'e': 4.507733015988929e-06}",35,21,22.50719022116501,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.8, 'e': 4.4886526860097676e-06}",25,11,22.51202592305496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.8, 'e': 4.469693244952599e-06}",20,15,9.084749396385252,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.8, 'e': 4.450853673734622e-06}",20,12,16.542822773108536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.8, 'e': 4.43213296398892e-06}",20,16,5.895183504186728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.8, 'e': 4.413530117929525e-06}",25,2,39.49937597400795,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.8, 'e': 4.395044148218469e-06}",35,15,36.534953212295335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.8, 'e': 4.376674077834772e-06}",25,8,31.311886239340172,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.8, 'e': 4.358418939945345e-06}",20,9,22.371698305012067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.8, 'e': 4.340277777777778e-06}",20,15,11.107806737520212,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.8, 'e': 4.322249644494967e-06}",25,14,19.36220233314494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.8, 'e': 4.304333603071572e-06}",30,0,50.15739948963783,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.8, 'e': 4.286528726172258e-06}",30,20,18.680581812138904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.8, 'e': 4.2688340960316914e-06}",25,18,12.25034226864973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.8, 'e': 4.251248804336273e-06}",20,11,16.56861158495915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.8, 'e': 4.233771952107571e-06}",20,9,19.273509939210392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.8, 'e': 4.216402649587425e-06}",20,9,20.095675622406578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.8, 'e': 4.199140016124697e-06}",20,16,8.592009006896363,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.8, 'e': 4.18198318006365e-06}",30,12,27.93950944075094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.8, 'e': 4.164931278633902e-06}",20,10,19.846342715753302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.8, 'e': 4.14798345784197e-06}",20,0,35.446010726849714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.8, 'e': 4.131138872364333e-06}",25,13,26.577687746199793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.8, 'e': 4.114396685442031e-06}",20,15,10.956672472826943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.8, 'e': 4.097756068776738e-06}",25,10,30.779438419992037,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.8, 'e': 4.0812162024283235e-06}",20,6,26.207104974424496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.8, 'e': 4.06477627471384e-06}",25,8,31.82320474764804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.8, 'e': 4.04843548210794e-06}",30,20,18.36312386414488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.8, 'e': 4.032193029144691e-06}",30,13,31.77243464720616,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.8, 'e': 4.01604812832077e-06}",30,8,37.0693738011364,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.8, 'e': 4e-06}",25,7,34.84005744073013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,15.31507493907073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,14,18.1212681673099,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,20.51824135616824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,7,29.214542739056704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,14.891178243148042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,21.68119230096572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,20.655370825539297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,20,10.178802455579408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,13.830337514650031,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,11.936469562737587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
